land,date,election,institut,auftraggeber,methode,befragte,zeitraum,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,BSW,FW,PIRATEN,SSW,NPD,BIW,Sonstige,weitere
mecklenburg-vorpommern,2026-09-11,0,Forschungsgruppe Wahlen,ZDF,TSM,1053,07.09.–10.09.,7,34,5,,10,37,4,,,,,,3,
mecklenburg-vorpommern,2026-09-16,0,INSA,BILD,O,1000,08.09.–15.09.,7,35,5,,10,37,3,,,,,,3,
mecklenburg-vorpommern,2026-09-17,0,Forschungsgruppe Wahlen,ZDF,TSM,1395,14.09.–17.09.,6,37,5,,9,36,4,,,,,,3,
mecklenburg-vorpommern,2026-09-20,1,,,,,,4.9,35.5,5.7,1,6.5,38.2,4.8,,,,,,3.3,
niedersachsen,1982-03-21,1,,,,,,50.7,36.5,6.5,5.9,,,,,,,,,0.4,
niedersachsen,1986-06-15,1,,,,,,44.3,42.1,7.1,6,,,,,,,,,0.5,
niedersachsen,1990-05-13,1,,,,,,42,44.2,5.5,6,,,,,,,,,2.3,
niedersachsen,1994-03-13,1,,,,,,36.4,44.3,7.4,4.4,,,,,,,,,7.5,
niedersachsen,1998-03-01,1,,,,,,35.9,47.9,7,4.9,,,,,,,,,4.3,
niedersachsen,1999-10-28,0,Forsa,SPD,T,,,46,41,6,4,,,,,,,,,3,
niedersachsen,1999-10-28,0,Infratest dimap,NDR,T,1000,21.10.–24.10.,46,41,5,4,,,,,,,,,4,
niedersachsen,2001-02-20,0,Forsa,Staatskanzlei,T,,,35,48,7,5,,,,,,,,,5,
niedersachsen,2001-06-22,0,Forsa,Staatskanzlei,T,,,37,46,7,5,,,,,,,,,5,
niedersachsen,2001-08-31,0,Infratest dimap,NDR,T,,,36,44,6,9,,,,,,,,,5,
niedersachsen,2002-03-01,0,Emnid,Hit-Radio Antenne,T,1000,21.02.–27.02.,43,37,7,8,2,,,,,,,,3,
niedersachsen,2002-03-01,0,Forsa,SPD,T,1327,11.02.–27.02.,39,43,6,5,,,,,,,,,7,
niedersachsen,2002-04-17,0,Forsa,SPD,T,,,41,43,6,4,,,,,,,,,6,
niedersachsen,2002-05-31,0,Emnid,Hit-Radio Antenne,T,,,39,37,6,12,,,,,,,,,6,
niedersachsen,2002-06-14,0,Infratest dimap,NDR,T,1000,,35,45,6,11,,,,,,,,,3,
niedersachsen,2002-09-06,0,Emnid,Hit-Radio Antenne,T,1000,30.08.–04.09.,38,42,7,8,,,,,,,,,5,
niedersachsen,2002-09-23,0,Forsa,SPD,T,220902,,36.5,47,7.5,4.5,,,,,,,,,4.5,
niedersachsen,2002-11-22,0,Emnid,CDU,T,1003,14.11.–20.11.,43,34,12,6,,,,,,,,,5,
niedersachsen,2002-12-06,0,Infratest dimap,NDR,T,1000,02.12.–04.12.,45,40,7,5,,,,,,,,,3,
niedersachsen,2003-01-07,0,Forsa,Stern,T,1122,27.12.–03.01.,46,36,10,5,,,,,,,,,3,
niedersachsen,2003-01-10,0,Forschungsgruppe Wahlen,ZDF,T,1044,06.01.–09.01.,45,37,8,6,,,,,,,,,4,
niedersachsen,2003-01-15,0,Forsa,Stern,T,1027,06.01.–10.01.,46,37,9,5,,,,,,,,,3,
niedersachsen,2003-01-15,0,Infratest dimap,NDR,T,1000,09.01.–13.01.,46,37,8,6,,,,,,,,,3,
niedersachsen,2003-01-22,0,Forsa,Stern,1008 13.01.–18.01.,,,48,36,8,5,,,,,,,,,3,
niedersachsen,2003-01-22,0,Infratest dimap,NDR,T,1000,16.01.–20.01.,48,36,7,5,,,,,,,,,4,
niedersachsen,2003-01-23,0,Emnid,n-tv,T,,,46,37,9,5,,,,,,,,,3,
niedersachsen,2003-01-29,0,Forsa,Stern,T,1103,20.01.–24.01.,48,35,8,6,,,,,,,,,3,
niedersachsen,2003-01-31,0,Forsa,RTL,T,1014,27.01.–30.01.,48,33,8,7,,,,,,,,,4,
niedersachsen,2003-02-02,1,,,,,,48.3,33.4,7.6,8.1,0.5,,,,,,,,1,Schill=1
niedersachsen,2003-06-10,0,Emnid,CDU,T,1000275315,,48,31,10,8,1,,,,,,,,1,Schill=1
niedersachsen,2004-01-25,0,GMS,Staatskanzlei,T,1000,28.11.–01.12.,48.5,30.5,9,8.5,,,,,,,,,3.5,
niedersachsen,2004-02-03,0,Infratest dimap,NDR,T,1000,26.01.–31.01.,51,29,8,8,,,,,,,,,4,
niedersachsen,2005-02-28,0,Emnid,CDU,T,,,44,34,10,7,,,,,,,,,5,
niedersachsen,2005-03-01,0,Forsa,SPD,T,1000,07.02.–12.02.,43,37,10,7,,,,,,,,,3,
niedersachsen,2006-02-24,0,Infratest dimap,NDR,T,1000,17.02.–22.02.,42,37,7,8,4,,,,,,,,2,
niedersachsen,2006-06-08,0,Forsa,n-tv,T,1039,17.05.–06.06.,42,36,8,8,3,,,,,,,,3,
niedersachsen,2006-08-03,0,Forsa,"Neue Presse, n-tv",T,1086,17.07.–01.08.,46,31,8,9,3,,,,,,,,3,
niedersachsen,2006-08-30,0,Infratest dimap,NDR,T,1000,23.08.–27.08.,40,36,9,8,4,,,,,,,,3,
niedersachsen,2006-10-19,0,Forsa,n-tv,T,1054,25.09.–17.10.,44,30,9,10,4,,,,,,,,3,
niedersachsen,2006-11-16,0,Forsa,n-tv,T,1080,02.11.–14.11.,45,29,8,10,4,,,,,,,,4,
niedersachsen,2007-01-26,0,Infratest dimap,NDR,T,1000,19.01.–24.01.,43,34,10,8,2,,,,,,,,3,
niedersachsen,2007-02-15,0,Forsa,n-tv,T,1193,29.01.–13.02.,46,29,9,9,3,,,,,,,,4,
niedersachsen,2007-05-21,0,Infratest,SPD-LV,T,1000,03.05.–06.05.,41,36,8,8,4,,,,,,,,3,
niedersachsen,2007-05-31,0,Forsa,n-tv,T,1047,14.05.–29.05.,46,29,9,8,4,,,,,,,,4,
niedersachsen,2007-08-16,0,Forsa,n-tv,T,1160,01.08.–14.08.,47,29,9,7,4,,,,,,,,4,
niedersachsen,2007-09-06,0,Infratest dimap,ARD,T,1000,03.09.–05.09.,44,34,9,7,3,,,,,,,,3,
niedersachsen,2007-10-18,0,Emnid,CDU in Niedersachsen,T,1000,02.10.–06.10.,45,31,10,7,4,,,,,,1,,2,
niedersachsen,2007-10-23,0,Infratest dimap,Cicero,T,1001,05.10.–10.10.,45,33,8,6,5,,,,,,,,3,
niedersachsen,2007-11-07,0,Infratest dimap,NDR,T,1000,02.11.–05.11.,44,33,9,7,4,,,,,,,,3,
niedersachsen,2007-12-07,0,Forschungsgruppe Wahlen,ZDF,T,1056,04.12.–06.12.,44,34,7,7,4,,,,,,,,4,
niedersachsen,2007-12-29,0,AMR Düsseldorf,Der Spiegel,T,1000,,44,34,8,7,4,,,,,,,,3,
niedersachsen,2008-01-05,0,Emnid,Bild am Sonntag,T,800,10.12.–02.01.,45,32,9,8,4,,,,,,,,2,
niedersachsen,2008-01-07,0,Infratest dimap,NDR,T,1000,02.01.–04.01.,45,33,8,7,3,,,,,,,,4,
niedersachsen,2008-01-17,0,Infratest dimap,ARD,T,1000,14.01.–16.01.,44,34,7,7,5,,,,,,,,3,
niedersachsen,2008-01-18,0,Forschungsgruppe Wahlen,ZDF,T,1100,14.01.–17.01.,46,33,7,7,5,,,,,,,,2,
niedersachsen,2008-01-27,1,,,,,,42.5,30.3,8,8.2,7.1,,,,,,1.5,,2.4,
niedersachsen,2010-01-15,0,Infratest dimap,NDR,T,1000,07.01.–11.01.,41,29,11,9,6,,,,,,,,4,
niedersachsen,2011-05-06,0,Infratest dimap,NDR,T,1000,02.05.–04.05.,34,31,22,5,5,,,,1,,,,2,
niedersachsen,2012-01-25,0,Infratest dimap,NDR,T,1001,20.01.–24.01.,36,32,17,3,5,,,,4,,,,3,
niedersachsen,2012-05-16,0,GMS,CDU in Niedersachsen,T,1005,16.04.–19.04.,37,33,13,3,3,,,,9,,,,2,
niedersachsen,2012-05-16,0,Infratest dimap,NDR,T,1005,14.05.–15.05.,32,36,13,4,3,,,,8,,,,4,
niedersachsen,2012-07-19,0,YouGov,"BILD, radio ffn",O,1025,05.07.–13.07.,31,35,14,4,5,,,,7,,,,4,
niedersachsen,2012-07-24,0,Forsa,Stern,T,1108,11.07.–20.07.,38,33,11,4,4,,,,7,,,,3,
niedersachsen,2012-09-20,0,GMS,CDU in Niedersachsen,T,1002,10.09.–14.09.,38,33,13,5,5,,,,3,,,,3,
niedersachsen,2012-09-20,0,Infratest dimap,NDR,T,1003,17.09.–19.09.,37,33,15,3,4,,,,4,,,,4,
niedersachsen,2012-11-08,0,Infratest dimap,NDR,T,1003,02.11.–06.11.,41,34,13,3,3,,,,3,,,,3,
niedersachsen,2012-12-04,0,GMS,CDU in Niedersachsen,T,1006,28.11.–30.11.,41,32,13,4,3,,,,4,,,,3,
niedersachsen,2012-12-06,0,Forschungsgruppe Wahlen,ZDF,T,1043,03.12.–05.12.,39,32,13,4,4,,,,4,,,,4,
niedersachsen,2012-12-06,0,Infratest dimap,NDR,T,1000,30.11.–04.12.,40,33,15,3,3,,,,3,,,,3,
niedersachsen,2012-12-22,0,INFO GmbH,Focus,T,1001,07.12.–14.12.,38.5,33,12.5,3.5,4,,,,4.5,,,,4,
niedersachsen,2013-01-03,0,Infratest dimap,NDR,T,1000,28.12.–02.01.,40,34,13,4,3,,,,3,,,,3,
niedersachsen,2013-01-10,0,Forschungsgruppe Wahlen,ZDF,T,1040,07.01.–09.01.,39,33,13,5,3,,,,3,,,,4,
niedersachsen,2013-01-10,0,GMS,CDU in Niedersachsen,T,1007,07.01.–09.01.,41,33,13,5,3,,,,3,,,,2,
niedersachsen,2013-01-10,0,Infratest dimap,ARD,T,1001,08.01.–10.01.,40,33,13,5,3,,,,3,,,,3,
niedersachsen,2013-01-12,0,INFO GmbH,Focus,T,1002,02.01.–06.01.,38,31.5,14.5,4.5,6,,,,3,,,,2.5,
niedersachsen,2013-01-17,0,GMS,Sat.1 Norddeutschland,T,1006,14.01.–16.01.,41,33,13,5,3,,,,3,,,,2,
niedersachsen,2013-01-20,1,,,,,,36,32.6,13.7,9.9,3.1,,,1.1,2.1,,,,1.4,
niedersachsen,2014-01-20,0,Infratest dimap,NDR,T,1000,14.01.–16.01.,40,32,13,4,5,3,,,,,,,3,
niedersachsen,2015-01-24,0,GMS,GMS,T,1012,08.01.–13.01.,41,30,14,3,4,4,,,,,,,4,
niedersachsen,2015-07-03,0,Infratest dimap,NDR,T,1000,26.06.–01.07.,40,31,14,5,5,2,,,,,,,3,
niedersachsen,2015-09-07,0,INSA,BILD,T,1000,21.08.–02.09.,37,29,14,6,6,3,,,,,,,5,
niedersachsen,2015-11-28,0,Forsa,SPD-LV,T,1002,23.10.–20.11.,35,33,14,6,4,4,,,,,,,4,
niedersachsen,2016-10-19,0,INSA,BILD,T,1000,06.10.–14.10.,33,31,12,8,5,7,,,,,,,4,
niedersachsen,2017-01-11,0,Forsa,SPD-LV,T,1000,22.12.–09.01.,34,32,12,6,4,7,,,,,,,5,
niedersachsen,2017-01-20,0,Infratest dimap,NDR,T,1002,13.01.–18.01.,35,31,14,6,4,8,,,,,,,2,
niedersachsen,2017-05-06,0,Forsa,SPD-LV,T,1001,18.04.–28.04.,35,36,8,6,4,6,,,,,,,5,
niedersachsen,2017-05-27,0,INSA,BILD,T,1000,18.05.–23.05.,41,27,8,9,5,6,,,,,,,4,
niedersachsen,2017-08-09,0,INSA,BILD,O,10000908,,40,28,9,9,5,7,,,,,,,2,
niedersachsen,2017-08-10,0,Infratest dimap,NDR,T,1003,08.08.–09.08.,40,32,9,7,3,6,,,,,,,3,
niedersachsen,2017-08-30,0,dimap,CDU in Niedersachsen,T,1003,18.08.–26.08.,39,31,8,8,4,8,,,,,,,2,
niedersachsen,2017-09-07,0,Infratest dimap,NDR,T,1001,30.08.–05.09.,37,32,10,6,5,7,,,,,,,3,
niedersachsen,2017-09-28,0,Infratest dimap,NDR,T,1004,26.09.–27.09.,35,34,9,8,5,6,,,,,,,3,
niedersachsen,2017-10-05,0,Forschungsgruppe Wahlen,ZDF,T,1083,02.10.–05.10.,33,33,9,10,5,7,,,,,,,3,
niedersachsen,2017-10-05,0,Infratest dimap,ARD,T,1002,02.10.–04.10.,34,34,8.5,8,4.5,8,,,,,,,3,
niedersachsen,2017-10-09,0,INSA,BILD,T,1005,04.10.–06.10.,32,33,10,10,5,7,,,,,,,3,
niedersachsen,2017-10-12,0,Forschungsgruppe Wahlen,ZDF,T,1001,10.10.–11.10.,33,34.5,9,9,5,7,,,,,,,2.5,
niedersachsen,2017-10-15,1,,,,,,33.6,36.9,8.7,7.5,4.6,6.2,,,,,,,2.4,
niedersachsen,2018-02-25,0,Forsa,RTL/n-tv,T,1004,08.02.–22.02.,33,33,10,8,6,6,,,,,,,4,
niedersachsen,2018-11-21,0,INSA,BILD,TOM,1053,07.11.–13.11.,27,26,17,10,5,12,,,,,,,3,
niedersachsen,2018-11-22,0,Infratest dimap,NDR,T,1006,15.11.–20.11.,28,26,24,6,4,9,,,,,,,3,
niedersachsen,2019-02-11,0,Forsa,RTL/n-tv,T,1010,01.02.–08.02.,30,28,17,7,5,8,,,,,,,5,
niedersachsen,2020-06-04,0,Forsa,SPD-LV,T,1002,19.05.–28.05.,32,30,16,5,6,5,,,,,,,6,
niedersachsen,2020-10-15,0,Infratest dimap,NDR,T,1004,06.10.–12.10.,35,27,20,4,5,6,,,,,,,3,
niedersachsen,2020-11-08,0,INSA,BILD,TOM,1002,26.10.–02.11.,34,27,18,6,5,6,,,,,,,4,
niedersachsen,2021-03-11,0,Allensbach,Drei-Quellen- Mediengruppe,F,950,03.02.–03.03.,33,27,20,5,5,6,,,,,,,4,
niedersachsen,2021-03-30,0,INSA,BILD,O,1052,22.03.–29.03.,26,30,18,9,4,7,,,,,,,6,
niedersachsen,2021-05-11,0,INSA,BILD,O,1000,03.05.–10.05.,26,29,20,9,5,7,,,,,,,4,
niedersachsen,2021-10-20,0,Allensbach,Drei-Quellen- Mediengruppe,F,1100,06.09.–01.10.,26,34,15,10,4,7,,,,,,,4,
niedersachsen,2021-10-21,0,INSA,BILD,O,1000,12.10.–18.10.,19,39,13,12,5,7,,,,,,,5,
niedersachsen,2021-11-19,0,Infratest dimap,NDR,TOM,1160,11.11.–16.11.,23,36,16,10,3,7,,,,,,,5,
niedersachsen,2022-02-23,0,INSA,BILD,O,1000,14.02.–21.02.,26,34,14,11,4,7,,,,,,,4,
niedersachsen,2022-03-30,0,Forsa,NI-Tages- zeitungen,O,2010,15.03.–22.03,25,34,17,8,3,7,,,,,,,6,
niedersachsen,2022-05-03,0,Forsa,NI-Tages- zeitungen,O,2012,19.04.–26.04,26,33,19,7,3,6,,,,,,,6,
niedersachsen,2022-06-21,0,INSA,BILD,O,1000,13.06.–20.06.,29,31,17,8,4,6,,,,,,,5,
niedersachsen,2022-06-29,0,Forsa,NI-Tages- zeitungen,O,2009,14.06.–22.06.,26,30,22,6,3,7,,,,,,,6,
niedersachsen,2022-07-06,0,Infratest dimap,NDR,TOM,1154,29.06.–04.07.,27,30,22,7,3,6,,,,,,,5,
niedersachsen,2022-08-30,0,Forsa,NI-Tages- zeitungen,O,2000,16.08.–23.08.,26,29,22,6,3,8,,,,,,,6,
niedersachsen,2022-08-31,0,Infratest dimap,NDR,TOM,1169,24.08.–29.08.,27,31,19,6,4,7,,,,,,,6,
niedersachsen,2022-09-03,0,INSA,BamS,O,1000,31.08.–02.09.,28,31,19,7,4,7,,,,,,,4,
niedersachsen,2022-09-22,0,Infratest dimap,NDR,TOM,1156,15.09.–20.09.,28,32,17,5,4,9,,,,,,,5,
niedersachsen,2022-09-28,0,Forsa,NI-Tages- zeitungen,O,2018,15.09.–21.09.,27,31,19,5,3,9,,,,,,,6,
niedersachsen,2022-09-29,0,Infratest dimap,ARD,TOM,1529,26.09.–28.09.,30,32,16,5,3,9,,,,,,,5,
niedersachsen,2022-09-30,0,Forschungsgruppe Wahlen,ZDF,T,1023,26.09.–29.09.,27,32,16,5,4,11,,,,,,,5,
niedersachsen,2022-10-04,0,INSA,BILD,O,1000,29.09.–04.10.,28,31,16,5,4,11,,,,,,,5,
niedersachsen,2022-10-06,0,Forschungsgruppe Wahlen,ZDF,T,1046,05.10.–06.10.,28,33,16,5,3.5,10,,,,,,,4.5,
niedersachsen,2022-10-08,0,Forsa,NI-Tages- zeitungen,TOM,1004,01.10.–05.10.,27,33,17,5,3,9,,,,,,,6,
niedersachsen,2022-10-09,1,,,,,,28.1,33.4,14.5,4.7,2.7,11,,,,,,,5.6,
niedersachsen,2023-02-16,0,Forsa,NI-Tages- zeitungen,O,2007,01.02.–08.02.,26,33,17,5,3,10,,,,,,,6,
niedersachsen,2023-07-12,0,Allensbach,Drei-Quellen- Mediengruppe,F,1101,15.05.–30.06.,29,32,13,5,3,14,,,,,,,4,
niedersachsen,2023-10-19,0,INSA,BILD,O,1000,09.10.–16.10.,29,27,13,4,3,17,,,,,,,7,
niedersachsen,2023-11-14,0,Infratest dimap,NDR,TOM,1178,06.11.–11.11.,28,26,13,5,,18,,,,,,,10,
niedersachsen,2024-02-05,0,Allensbach,Drei-Quellen- Mediengruppe,F,1070,19.12.–12.01.,30,29,11,4,2,21,,,,,,,3,
niedersachsen,2024-11-08,0,Infratest dimap,NDR,TOM,1159,31.10.–06.11.,32,25,12,,,15,4,,,,,,,Son=12
niedersachsen,2024-11-12,0,INSA,BILD,O,1000,04.11.–11.11.,31,26,10,4,2,16,6,,,,,,,Son=5
niedersachsen,2024-12-05,0,Allensbach,Drei-Quellen- Mediengruppe,F,1007,11.11.–29.11.,33,27,10,4,,16,4,4,,,,,,Son=2
niedersachsen,2025-02-19,0,INSA,BILD,O,1000,10.02.–17.02.,30,25,10,5,5,16,5,,,,,,,Son=4
niedersachsen,2025-11-19,0,Infratest dimap,NDR,TOM,1156,12.11.–17.11.,26,26,12,3,6,20,3,,,,,,,Son=4
niedersachsen,2026-02-25,0,Allensbach,Drei-Quellen- Mediengruppe,FOM,1064,12.01.–29.01.,27,26,10,3,7,21,,,,,,,6,
niedersachsen,2026-04-22,0,INSA,BILD,O,1000,14.04.–21.04.,25,25,12,4,7,20,3,,,,,,,Son=4
niedersachsen,2026-09-11,0,INSA,BILD,O,1000,01.09.–08.09.,22,26,15,5,6,21,3,,,,,,,Son=2
nrw,1995-05-14,1,,,,,,37.7,46,10,4,,,,,,,,,2.3,
nrw,1998-05-28,0,Psephos,,T,,,33,50,9,4,,,,,,,,,4,
nrw,1998-09-03,0,Psephos,,T,,,34,51,8,4,,,,,,,,,3,
nrw,1999-03-23,0,Psephos,,T,,,40,44,8,5,,,,,,,,,3,
nrw,1999-06-03,0,Forsa,,T,,,41,44,6,4,,,,,,,,,5,
nrw,1999-09-06,0,Emnid,,T,,,43,42,6,4,,,,,,,,,5,
nrw,1999-12-09,0,Forsa,,T,,,46,39,7,4,,,,,,,,,4,
nrw,2000-01-16,0,Infratest dimap,,T,,,37,45,7,6,,,,,,,,,5,
nrw,2000-03-05,0,Infratest dimap,,T,,,32,47,7,9,,,,,,,,,5,
nrw,2000-04-08,0,Forschungsgruppe Wahlen,,T,1004,03.04.–06.04.,38,46,6,6,,,,,,,,,4,
nrw,2000-04-12,0,Infratest dimap,,T,,,33,46,7,8,,,,,,,,,6,
nrw,2000-04-19,0,Forsa,,T,,,38,46,6,6,,,,,,,,,4,
nrw,2000-04-26,0,Emnid,,T,,,40,41,7,7,,,,,,,,,5,
nrw,2000-05-05,0,Infratest dimap,,T,,,39,45,6,6,,,,,,,,,4,
nrw,2000-05-08,0,Infratest dimap,,T,,,38,45,7,7,,,,,,,,,3,
nrw,2000-05-14,1,,,,,,37,42.8,7.1,9.8,1.1,,,,,,,,1.1,REP=1.1
nrw,2001-01-14,0,Psephos,,T,,,38,41,8,9,,,,,,,,,4,
nrw,2001-05-13,0,Psephos,,T,,,35,44,7,11,,,,,,,,,3,
nrw,2001-09-30,0,Psephos,,T,,,38,43,6,10,,,,,,,,,3,
nrw,2002-01-20,0,Psephos,,T,,,41,39,6,10,,,,,,,,,4,
nrw,2002-04-15,0,Psephos,,T,,,38,36,8,12,,,,,,,,,6,
nrw,2002-11-10,0,Psephos,,T,,,43,39,7,8,,,,,,,,,3,
nrw,2003-01-20,0,Emnid,,T,1000,09.01.–14.01.,45,36,9,6,,,,,,,,,4,
nrw,2003-02-09,0,Psephos,,T,1005,,46,33,10,8,,,,,,,,,3,
nrw,2003-03-25,0,dimap,,T,1000,11.03.–14.03.,48,33,10,6,,,,,,,,,3,
nrw,2003-04-24,0,Forschungsgruppe Wahlen,,T,,,49,29,12,5,,,,,,,,,5,
nrw,2003-05-19,0,dimap,,T,1005,,48,32,9,7,,,,,,,,,4,
nrw,2003-05-28,0,Infratest dimap,,T,1000,26.05.–27.05.,45,33,11,8,,,,,,,,,3,
nrw,2003-06-03,0,Forsa,,T,1508,26.05.–30.05.,45,37,9,6,,,,,,,,,3,
nrw,2003-06-13,0,Emnid,,T,,,45,36,10,6,,,,,,,,,3,
nrw,2003-07-02,0,Infratest dimap,,T,10000107,,47,33,10,7,,,,,,,,,3,
nrw,2003-10-08,0,dimap,,T,1050,30.09.–02.10.,47,34,10,6,,,,,,,,,3,
nrw,2003-11-02,0,Psephos,,T,,,47,31,10,7,,,,,,,,,5,
nrw,2004-01-19,0,dimap,,T,,,48,33,8,7,,,,,,,,,4,
nrw,2004-02-01,0,dimap,,T,1001,20.01.–25.01.,48,32,9,8,,,,,,,,,3,
nrw,2004-03-12,0,dimap,,T,1007,02.03.–08.03.,48,32,10,6,,,,,,,,,4,
nrw,2004-04-18,0,Psephos,,T,1003,,47,34,8,7,,,,,,,,,4,
nrw,2004-06-06,0,Psephos,,T,100031050406,,47,33,10,6,,,,,,,,,4,
nrw,2004-08-13,0,Emnid,,T,10000908,,44,28,12,8,,,,,,,,,8,
nrw,2004-08-29,0,Infratest dimap,,T,1000,24.08.–26.08.,42,32,12,7,3,,,,,,,,4,
nrw,2004-09-12,0,Emnid,,T,1000,08.09.–09.09.,43,30,11,7,,,,,,,,,9,
nrw,2004-09-19,0,Infratest dimap,,T,1000,13.09.–15.09.,43,30,13,7,,,,,,,,,4,Rechte=3
nrw,2004-11-05,0,Infratest dimap,,T,1075,29.10.–04.11.,40,36,11,8,,,,,,,,,5,
nrw,2004-12-02,0,Forsa,,T,,,39,36,11,8,,,,,,,,,6,
nrw,2004-12-03,0,Emnid,,T,100049,,40,33,13,8,,,,,,,,,6,
nrw,2005-01-09,0,Infratest dimap,,T,1010,04.01.–06.01.,40,38,10,7,,,,,,,,,5,
nrw,2005-01-13,0,Forsa,,T,1302,10.12.–12.01.,39,39,9,7,,,,,,,,,6,
nrw,2005-02-13,0,Infratest dimap,,T,1000,09.02.–10.02.,39,37,9,7,,,,,,,,,5,Rechte=3
nrw,2005-03-02,0,Forsa,,T,1012,21.02.–01.03.,42,36,9,7,,,,,,,,,6,
nrw,2005-03-04,0,Infratest dimap,,T,1000,01.03.–03.03.,43,35,9,7,,,,,,,,,4,Rechte=2
nrw,2005-03-18,0,Emnid,,T,1058,02.03.–14.03.,43,35,10,7,,,,,,,,,5,
nrw,2005-03-20,0,Infratest dimap,,T,1000,15.03.–17.03.,42,35,10,7,,,,,,,,,2,Rechte=2
nrw,2005-04-06,0,Forsa,,T,1009,30.03.–05.04.,45,36,8,6,,,,,,,,,5,
nrw,2005-04-07,0,Emnid,,T,1063,24.03.–02.04.,45,35,9,7,,,,,,,,,4,
nrw,2005-04-07,0,Infratest dimap,,T,1000,04.04.–05.04.,45,34,9,7,,,,,,,,,5,
nrw,2005-04-08,0,Forschungsgruppe Wahlen,,T,1039,05.04.–07.04.,46,36,8,6,,,,,,,,,4,
nrw,2005-04-17,0,Infratest dimap,,T,1000,12.04.–14.04.,45,35,8,7,,,,,,,,,5,
nrw,2005-04-22,0,Emnid,,T,1053,29.03.–18.04.,45,35,9,6,,,,,,,,,5,
nrw,2005-04-27,0,Emnid,,T,10002604,,45,34,10,6,,,,,,,,,5,
nrw,2005-05-01,0,Forsa,,T,1109,25.04.–29.04.,45,35,7,7,,,,,,,2,,2,
nrw,2005-05-01,0,Infratest dimap,,T,1000,26.04.–28.04.,45,34,9,7,,,,,,,,,5,
nrw,2005-05-03,0,Emnid,,T,,,44,34,9,7,,,,,,,,,4,
nrw,2005-05-04,0,Infratest dimap,,T,1010,02.05.–03.05.,45,35,8,7,,,,,,,,,5,
nrw,2005-05-11,0,Forsa,,T,1017,26.04.–06.05.,45,34,7,7,,,,,,,3,,1,
nrw,2005-05-12,0,Infratest dimap,,T,1000,10.05.–11.05.,43,37,8,7,,,,,,,,,3,
nrw,2005-05-13,0,Forschungsgruppe Wahlen,,T,1062,09.05.–12.05.,44,35,9,7,,,,,,,,,5,
nrw,2005-05-13,0,Infas,,T,750,10.05.–12.05.,43,36,7,8,,,,,,,,,6,
nrw,2005-05-15,0,Infratest dimap,,T,1000,12.05.–13.05.,43,37,7.5,7.5,,,,,,,,,5,
nrw,2005-05-19,0,Forsa,,T,13261805,,43,36,7,7,,,,,,,,,7,
nrw,2005-05-22,1,,,,,,44.8,37.1,6.2,6.2,,,,,,,,,2.6,
nrw,2005-08-21,0,Infratest dimap,,T,1000,16.08.–18.08.,45,34,7,6,5,,,,,,,,3,
nrw,2005-12-18,0,Infratest dimap,,T,1000,13.12.–15.12.,42,36,8,7,4,,,,,,,,3,
nrw,2006-05-15,0,Emnid,,T,1002,08.05.–12.05.,40,35,7,8,4,,,,,,,,6,
nrw,2006-05-18,0,Forsa,,T,1001,08.05.–16.05.,41,33,8,9,5,,,,,,,,4,
nrw,2006-05-21,0,Infratest dimap,,T,1000,16.05.–18.05.,43,34,6,10,4,,,,,,,,3,
nrw,2006-05-22,0,GMS,,T,1001,12.05.–14.05.,42,38,7,7,3,,,,,,,,3,
nrw,2006-07-19,0,Forsa,,T,1055,10.07.–18.07.,43,32,7,10,5,,,,,,,,3,
nrw,2006-08-13,0,Infratest dimap,,T,1000,08.08.–10.08,39,35,9,10,4,,,,,,,,3,
nrw,2006-08-14,0,Emnid,,T,1000,11.08.–12.08.,40,34,9,9,3,,,,,,,,5,
nrw,2006-10-27,0,Forsa,,T,1932,,41,31,8,11,5,,,,,,,,4,
nrw,2007-01-14,0,Infratest dimap,,T,1000,09.01.–11.01,38,36,9,9,4,,,,,,,,4,
nrw,2007-01-18,0,Emnid,,T,1000,04.01.–16.01.,39,33,11,12,3,,,,,,,,2,
nrw,2007-03-08,0,Emnid,,T,1000,02.03.–05.03.,38,33,12,11,,,,,,,,,6,
nrw,2007-05-02,0,Emnid,,T,1000,23.04.–28.04.,39,32,11,12,,,,,,,,,6,
nrw,2007-08-05,0,Infratest dimap,,T,1000,31.07.–02.08.,38,35,9,9,6,,,,,,,,3,
nrw,2007-08-06,0,Emnid,,T,1000,31.07.–04.08.,38,31,9,11,8,,,,,,,,3,
nrw,2007-09-13,0,Forsa,,T,1157,30.08.–11.09.,44,29,8,8,6,,,,,,,,5,
nrw,2007-11-07,0,Forsa,,T,1418,22.10.–05.11.,45,31,7,7,6,,,,,,,,4,
nrw,2007-11-10,0,Emnid,,T,1000,02.11.–08.11.,40,33,8,9,7,,,,,,,,3,
nrw,2007-11-11,0,Infratest dimap,,T,1000,06.11.–08.11.,40,34,8,9,6,,,,,,,,3,
nrw,2008-02-02,0,Emnid,,T,,,39,35,8,9,6,,,,,,,,3,
nrw,2008-02-06,0,Forsa,,T,1014,28.01.–05.02.,42,33,6,8,7,,,,,,,,4,
nrw,2008-02-29,0,Emnid,,T,1000,25.02.–28.02.,41,32,8,8,8,,,,,,,,,
nrw,2008-03-30,0,Infratest dimap,,T,1000,25.03.–27.03.,41,31,10,9,6,,,,,,,,3,
