land,date,election,institut,auftraggeber,methode,befragte,zeitraum,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,BSW,FW,PIRATEN,SSW,NPD,BIW,Sonstige,weitere
berlin,2014-12-04,0,Forsa,Berliner Zeitung,T,1009,17.11.–27.11.,27,27,19,,13,4,,,3,,,,7,
berlin,2015-02-02,0,Forsa,Berliner Zeitung,T,1003,19.01.–29.01.,26,27,18,3,14,5,,,3,,,,4,
berlin,2015-02-28,0,Forsa,Berliner Zeitung,T,1002,16.02.–26.02.,25,29,18,4,13,4,,,3,,,,4,
berlin,2015-03-25,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1001,20.03.–24.03.,26,28,18,,14,5,,,3,,,,6,
berlin,2015-03-30,0,Forsa,Berliner Zeitung,T,1002,18.03.–26.03.,23,29,17,,15,4,,,4,,,,8,
berlin,2015-05-04,0,Forsa,Berliner Zeitung,T,1005,17.04.–29.04.,25,29,16,,14,4,,,4,,,,8,
berlin,2015-06-05,0,Forsa,Berliner Zeitung,T,1005,22.05.–28.05.,24,28,16,,15,4,,,5,,,,8,
berlin,2015-06-29,0,Forsa,Berliner Zeitung,T,1001,15.06.–24.06.,24,27,17,,16,4,,,4,,,,8,
berlin,2015-08-05,0,Forsa,Berliner Zeitung,T,1003,21.07.–30.07.,24,29,17,,15,3,,,3,,,,9,
berlin,2015-09-01,0,Forsa,Berliner Zeitung,T,1006,17.08.–27.08.,23,29,18,,16,2,,,4,,,,8,
berlin,2015-09-30,0,Forsa,Berliner Zeitung,T,1001,14.09.–24.09.,23,29,18,2,15,3,,,3,,,,7,
berlin,2015-11-02,0,Forsa,Berliner Zeitung,T,1003,19.10.–29.10.,22,29,16,4,17,3,,,4,,,,5,
berlin,2015-11-20,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1000,12.11.–16.11.,23,27,17,3,14,9,,,2,,,,5,
berlin,2015-11-30,0,Forsa,Berliner Zeitung,T,1001,16.11.–26.11.,22,30,18,3,15,4,,,3,,,,5,
berlin,2015-12-21,0,Forsa,Berliner Zeitung,T,1005,07.12.–17.12.,23,29,17,4,14,5,,,3,,,,5,
berlin,2016-02-02,0,Forsa,Berliner Zeitung,T,1002,18.01.–28.01.,20,29,18,3,15,7,,,3,,,,5,
berlin,2016-02-25,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1004,18.02.–23.02.,21,25,19,4,16,10,,,,,,,5,
berlin,2016-03-02,0,Forsa,Berliner Zeitung,T,1003,15.02.–25.02.,21,29,17,4,14,7,,,3,,,,5,
berlin,2016-03-29,0,Forsa,Berliner Zeitung,T,1001,14.03.–23.03.,19,27,18,6,14,9,,,2,,,,5,
berlin,2016-04-13,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1000,07.04.–11.04.,21,23,17,5,16,13,,,,,,,5,
berlin,2016-04-29,0,Forsa,Berliner Zeitung,T,1002,18.04.–28.04.,18,27,20,6,14,7,,,3,,,,5,
berlin,2016-05-11,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1003,04.05.–09.05.,19,23,18,4,16,15,,,,,,,5,
berlin,2016-05-27,0,Forsa,Berliner Zeitung,T,1003,17.05.–25.05.,18,26,20,5,14,8,,,3,,,,6,
berlin,2016-06-15,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1000,09.06.–13.06.,18,23,19,4,17,15,,,,,,,4,
berlin,2016-07-04,0,Forsa,Berliner Zeitung,T,1001,20.06.–30.06.,18,27,19,6,14,8,,,,,,,8,
berlin,2016-07-07,0,INSA,BILD,T,1003,23.06.–04.07.,19,21,19,4,18,14,,,1,,,,4,
berlin,2016-07-13,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1000,07.07.–11.07.,20,21,19,4,18,13,,,,,,,5,
berlin,2016-07-31,0,Forsa,Berliner Zeitung,T,1002,18.07.–28.07.,18,26,20,5,16,8,,,,,,,7,
berlin,2016-08-11,0,INSA,BILD,T,1000,02.08.–09.08.,18,23,19,5,15,14,,,3,,,,3,
berlin,2016-08-17,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1001,11.08.–15.08.,20,21,17,5,16,15,,,,,,,6,
berlin,2016-08-29,0,-->Forsa-->,Berliner Zeitung,T,1009,16.08.–25.08.,17,24,19,5,17,10,,,,,,,8,
berlin,2016-08-29,0,Forsa,Berliner Zeitung,T,1009,16.08.–25.08.,17,24,19,5,17,10,,,,,,,8,
berlin,2016-09-08,0,Infratest dimap,ARD,T,1002,06.09.–07.09.,19,21,16,5,15,15,,,,,,,9,
berlin,2016-09-09,0,Forschungsgruppe Wahlen,ZDF,T,1334,06.09.–08.09.,19,24,15,5,14,14,,,,,,,9,
berlin,2016-09-12,0,INSA,Cicero,T,1000,05.09.–09.09.,18,22,18,6,14,14,,,,,,,8,
berlin,2016-09-15,0,-->Forsa-->,Berliner Zeitung,T,1005,05.09.–14.09.,17,24,17,5,15,13,,,3,,,,6,
berlin,2016-09-15,0,Forsa,Berliner Zeitung,T,1005,05.09.–14.09.,17,24,17,5,15,13,,,3,,,,6,
berlin,2016-09-15,0,Forschungsgruppe Wahlen,ZDF,T,1420,14.09.–15.09.,18,23,15,6.5,14.5,14,,,,,,,9,
berlin,2016-09-18,1,,,,,,17.6,21.6,15.2,6.7,15.6,14.2,,,1.7,,,,7.4,
berlin,2016-10-30,0,-->Forsa-->,Berliner Zeitung,T,1002,19.10.–27.10.,18,20,16,7,16,13,,,,,,,10,
berlin,2016-10-30,0,Forsa,Berliner Zeitung,T,1002,19.10.–27.10.,18,20,16,7,16,13,,,,,,,10,
berlin,2016-11-24,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1003,21.11.–23.11.,19,21,15,7,17,13,,,,,,,8,
berlin,2016-11-27,0,Forsa,Berliner Zeitung,T,1001,14.11.–24.11.,20,19,17,7,16,13,,,,,,,8,
berlin,2017-01-02,0,Forsa,Berliner Zeitung,T,1003,12.12.–23.12.,20,20,16,7,17,12,,,,,,,8,
berlin,2017-01-30,0,Forsa,Berliner Zeitung,T,1008,16.01.–26.01.,20,20,15,8,16,12,,,,,,,9,
berlin,2017-02-27,0,Forsa,Berliner Zeitung,T,1004,13.02.–23.02.,17,25,13,8,16,10,,,,,,,11,
berlin,2017-04-03,0,Forsa,Berliner Zeitung,T,1005,20.03.–30.03.,20,25,13,7,16,8,,,,,,,11,
berlin,2017-05-03,0,Forsa,Berliner Zeitung,T,1002,19.04.–27.04.,20,24,12,8,16,9,,,,,,,11,
berlin,2017-05-23,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1000,17.05.–20.05.,24,22,13,8,17,10,,,,,,,6,
berlin,2017-05-30,0,Forsa,Berliner Zeitung,T,1001,16.05.–24.05.,23,22,13,8,16,8,,,,,,,10,
berlin,2017-07-06,0,Forsa,Berliner Zeitung,T,1003,22.06.–29.06.,22,21,14,9,17,8,,,,,,,9,
berlin,2017-08-01,0,Forsa,Berliner Zeitung,T,1007,18.07.–27.07.,22,20,14,9,18,8,,,,,,,9,
berlin,2017-09-03,0,Forsa,Berliner Zeitung,T,1005,22.08.–30.08.,21,19,14,11,17,9,,,,,,,9,
berlin,2017-09-12,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1000,06.09.–09.09.,23,21,14,7,19,10,,,,,,,6,
berlin,2017-10-08,0,Forsa,Berliner Zeitung,T,1002,26.09.–05.10.,19,18,15,9,19,11,,,,,,,9,
berlin,2017-11-01,0,Forsa,Berliner Zeitung,T,1011,17.10.–26.10.,20,19,14,9,18,11,,,,,,,9,
berlin,2017-11-26,0,Forsa,Berliner Zeitung,T,1002,13.11.–23.11.,21,18,16,8,18,11,,,,,,,8,
berlin,2018-01-02,0,Forsa,Berliner Zeitung,T,1002,12.12.–21.12.,20,20,17,6,18,11,,,,,,,8,
berlin,2018-01-31,0,Forsa,Berliner Zeitung,T,1008,15.01.–25.01.,19,20,17,7,18,11,,,,,,,8,
berlin,2018-02-26,0,Forsa,Berliner Zeitung,T,1006,12.02.–22.02.,19,19,18,6,20,12,,,,,,,6,
berlin,2018-04-04,0,Forsa,Berliner Zeitung,T,1003,19.03.–28.03.,20,20,17,7,18,12,,,,,,,6,
berlin,2018-04-14,0,INSA,B.Z.,TOM,1039,03.04.–09.04.,19,19,17,8,19,13,,,,,,,3,Die PARTEI=2
berlin,2018-05-04,0,Forsa,Berliner Zeitung,T,1001,17.04.–26.04.,19,19,18,7,19,11,,,,,,,7,
berlin,2018-05-16,0,Infratest dimap,"RBB, Berliner Morgenpost",T,100009051205,,21,18,15,6,22,11,,,,,,,7,
berlin,2018-06-01,0,Forsa,Berliner Zeitung,T,1004,22.05.–31.05.,19,18,18,7,20,11,,,,,,,7,
berlin,2018-07-01,0,Forsa,Berliner Zeitung,T,1009,20.06.–28.06.,18,19,16,8,21,11,,,,,,,7,
berlin,2018-07-18,0,INSA,BILD,TOM,1012,09.07.–16.07.,18,17,18,7,17,14,,,,,,,5,Die PARTEI=4
berlin,2018-07-31,0,Forsa,Berliner Zeitung,T,1009,16.07.–26.07.,19,17,17,7,21,13,,,,,,,6,
berlin,2018-09-03,0,Forsa,Berliner Zeitung,T,1004,21.08.–30.08.,19,17,18,6,21,12,,,,,,,7,
berlin,2018-10-01,0,Forsa,Berliner Zeitung,T,1005,19.09.–27.09.,17,16,18,7,22,13,,,,,,,7,
berlin,2018-10-26,0,Forsa,Berliner Zeitung,T,10051010,,16,15,22,8,19,13,,,,,,,7,
berlin,2018-11-07,0,INSA,BILD,TOM,1019,23.10.–02.11.,16,16,22,7,17,15,,,,,,,7,
berlin,2018-11-21,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1002,14.11.–17.11.,18,15,24,6,18,13,,,,,,,6,
berlin,2018-12-06,0,Forsa,Berliner Zeitung,T,1003,19.11.–29.11.,18,15,23,7,18,13,,,,,,,6,
berlin,2018-12-18,0,INSA,BILD,TOM,1007,10.12.–17.12.,18,16,21,8,16,14,,,,,,,7,
berlin,2019-01-01,0,Forsa,Berliner Zeitung,T,1009,11.12.–19.12.,17,15,23,7,18,13,,,,,,,7,
berlin,2019-02-05,0,Forsa,Berliner Zeitung,T,1002,22.01.–31.01.,19,16,21,8,20,11,,,,,,,5,
berlin,2019-03-05,0,Forsa,Berliner Zeitung,T,1001,20.02.–28.02.,20,17,22,7,18,11,,,,,,,5,
berlin,2019-04-04,0,Forsa,Berliner Zeitung,T,1003,19.03.–28.03.,18,15,25,8,18,10,,,,,,,6,
berlin,2019-04-09,0,INSA,B.Z.,O,1030,05.04.–08.04.,19,16,19,9,19,12,,,,,,,6,
berlin,2019-04-26,0,Forsa,Berliner Zeitung,T,1005,16.04.–25.04.,17,16,25,7,18,11,,,,,,,6,
berlin,2019-05-08,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1000,30.04.–04.05.,17,15,23,6,19,10,,,,,,,10,
berlin,2019-06-03,0,Forsa,Berliner Zeitung,T,1006,20.05.–27.05.,15,16,26,7,17,11,,,,,,,8,
berlin,2019-07-01,0,Forsa,Berliner Zeitung,T,1004,17.06.–27.06.,17,15,25,7,17,10,,,,,,,9,
berlin,2019-07-29,0,Forsa,Berliner Zeitung,T,1001,17.07.–25.07.,17,16,25,5,18,10,,,,,,,9,
berlin,2019-08-31,0,Forsa,Berliner Zeitung,T,1003,20.08.–29.08.,16,16,24,6,17,11,,,,,,,10,
berlin,2019-09-18,0,INSA,BILD,O,1018,10.09.–16.09.,17,15,24,6,18,14,,,,,,,6,
berlin,2019-10-02,0,Forsa,Berliner Zeitung,T,1002,17.09.–26.09.,17,16,24,6,16,11,,,,,,,10,
berlin,2019-11-06,0,Forsa,Berliner Zeitung,T,1002,22.10.–31.10.,18,15,25,5,16,11,,,,,,,10,
berlin,2019-11-20,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1003,11.11.–16.11.,18,16,23,5,17,14,,,,,,,7,
berlin,2019-12-03,0,Forsa,Berliner Zeitung,T,1006,21.11.–28.11.,17,16,24,5,17,11,,,,,,,10,
berlin,2019-12-26,0,Forsa,Berliner Zeitung,T,1005,12.12.–19.12.,17,15,22,6,19,11,,,,,,,10,
berlin,2020-01-02,0,INSA,BILD,O,1006,10.12.–18.12.,18,15,23,7,19,13,,,,,,,5,
berlin,2020-02-11,0,Forsa,Berliner Zeitung,T,1011,29.01.–06.02.,16,15,25,6,17,11,,,,,,,10,
berlin,2020-04-29,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1002,22.04.–25.04.,23,20,21,5,14,10,,,,,,,7,
berlin,2020-07-15,0,INSA,BILD,O,1012,07.07.–13.07.,21,16,19,5,18,12,,,,,,,9,
berlin,2020-09-23,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1001,15.09.–19.09.,22,15,26,6,15,10,,,,,,,6,
berlin,2020-10-12,0,INSA,BILD,O,1007,28.09.–05.10.,21,18,20,6,16,12,,,,,,,7,
berlin,2020-12-18,0,INSA,BILD,O,1002,11.12.–18.12.,22,18,18,7,16,12,,,,,,,7,
berlin,2021-02-24,0,Infratest dimap,"RBB, Berliner Morgenpost",T,1007,16.02.–20.02.,22,18,23,6,15,9,,,,,,,7,
berlin,2021-04-23,0,INSA,BILD,O,1024,12.04.–20.04.,16,19,25,10,14,12,,,,,,,4,
berlin,2021-04-28,0,Infratest dimap,"RBB, Berliner Morgenpost",TOM,,20.04.–24.04.,18,17,27,7,14,9,,,,,,,8,
berlin,2021-05-18,0,INSA,BILD,O,1000,11.05.–17.05.,16,20,25,9,13,12,,3,,,,,2,
berlin,2021-06-16,0,Infratest dimap,"RBB, Berliner Morgenpost",TOM,1198,09.06.–14.06.,21,17,22,9,12,10,,,,,,,9,
berlin,2021-06-24,0,INSA,BILD,O,1000,16.06.–22.06.,18,18,22,10,13,12,,2,,,,,5,
berlin,2021-08-13,0,Forsa,Der Haupt- stadtbrief,T,2007,05.08.–10.08.,17,21,21,7,14,10,,,,,,,10,
berlin,2021-08-25,0,INSA,BILD,O,1000,16.08.–23.08.,16,22,18,9,15,12,,3,,,,,5,
berlin,2021-08-25,0,Infratest dimap,"RBB, Berliner Morgenpost",TOM,1160,18.08.–21.08.,19,23,17,8,12,11,,,,,,,10,
berlin,2021-09-17,0,Forschungsgruppe Wahlen,ZDF,T,1000,13.09.–16.09.,17,21,20,8,12,9,,,,,,,13,
berlin,2021-09-17,0,Infratest dimap,ARD,TOM,1510,13.09.–15.09.,16,24,18,7,13,10,,,,,,,9,TSP=3
berlin,2021-09-23,0,Forschungsgruppe Wahlen,ZDF,T,1103,20.09.–22.09.,17,22,19,7,13,9,,,,,,,13,
berlin,2021-09-24,0,INSA,Cicero,O,1000,22.09.–24.09.,15,23,17,8,14,11,,3,,,,,6,TSP=3
berlin,2021-09-26,1,,,,,,18,21.4,18.9,7.1,14.1,8,,,,,,,10.2,TSP=2.2
berlin,2021-12-14,0,INSA,BILD,O,1000,06.12.–13.12.,19,22,20,7,15,9,,,,,,,8,
berlin,2022-03-23,0,Infratest dimap,"RBB, Berliner Morgenpost",TOM,1170,16.03.–19.03.,20,20,21,8,12,8,,,,,,,11,
berlin,2022-06-19,0,INSA,BILD,O,1000,10.06.–15.06.,21,21,20,8,12,8,,,,,,,10,
berlin,2022-07-12,0,INSA,BILD,O,1000,04.07.–11.07.,20,20,21,7,12,8,,,,,,,12,
berlin,2022-09-21,0,Infratest dimap,"RBB, Berliner Morgenpost",TOM,1173,13.09.–17.09.,21,17,22,6,12,10,,,,,,,12,
berlin,2022-11-16,0,INSA,BILD,O,1000,07.11.–14.11.,21,20,20,7,12,10,,,,,,,10,
berlin,2022-11-23,0,Infratest dimap,"RBB, Berliner Morgenpost",TOM,1179,17.11.–21.11.,21,19,22,5,11,10,,,,,,,12,
berlin,2022-12-21,0,INSA,BILD,O,1000,12.12.–19.12.,21,21,20,6,12,10,,,,,,,10,
berlin,2023-01-18,0,Infratest dimap,"RBB, Berliner Morgenpost",TOM,1162,12.01.–16.01.,23,18,21,6,11,11,,,,,,,10,
berlin,2023-02-02,0,Infratest dimap,ARD,TOM,1540,30.01.–01.02.,25,19,18,6,12,10,,,,,,,10,
berlin,2023-02-03,0,Forschungsgruppe Wahlen,ZDF,T,1151,31.01.–02.02.,24,21,18,6,11,10,,,,,,,10,
berlin,2023-02-05,0,Forsa,Berliner Zeitung,O,1005,30.01.–03.02.,26,17,18,5,12,10,,,,,,,12,
berlin,2023-02-09,0,Forschungsgruppe Wahlen,ZDF,T,1059,08.02.–09.02.,25,21,17,6,11,10,,,,,,,10,
berlin,2023-02-09,0,INSA,BILD,O,1000,02.02.–09.02.,25,19,18,6,12,10,,,,,,,10,
berlin,2023-02-12,1,,,,,,28.2,18.4,18.4,4.6,12.2,9.1,,,,,,,9,
berlin,2023-04-05,0,INSA,BILD,O,1000,27.03.–03.04.,30,18,18,5,11,9,,,,,,,9,
berlin,2023-09-27,0,INSA,BILD,O,1000,18.09.–26.09.,26,17,18,5,10,14,,,,,,,10,
berlin,2023-10-18,0,Infratest dimap,"RBB, Berliner Morgenpost",TOM,1159,12.10.–16.10.,29,15,19,4,10,15,,,,,,,8,
berlin,2024-01-30,0,INSA,BILD,O,1000,22.01.–29.01.,29,16,17,4,10,13,,,,,,,11,
berlin,2024-04-24,0,Infratest dimap,RBB,TOM,1174,18.04.–22.04.,27,15,20,3,10,12,6,,,,,,7,
berlin,2024-07-13,0,INSA,BILD,O,1000,01.07.–09.07.,26,18,15,4,7,12,12,,,,,,6,
berlin,2024-11-20,0,Infratest dimap,RBB,TOM,1179,14.11.–18.11.,27,12,20,4,6,15,7,,,,,,9,
berlin,2025-05-21,0,INSA,BILD,O,1000,13.05.–20.05.,24,17,15,3,13,13,7,,,,,,8,
berlin,2025-06-18,0,Infratest dimap,RBB,TOM,1148,12.06.–16.06.,25,14,15,,19,13,4,,,,,,10,
berlin,2025-10-28,0,INSA,NIUS*,O,1000,21.10.–28.10.,23,16,14,4,17,15,5,,,,,,6,
berlin,2025-11-19,0,Infratest dimap,RBB,TOM,1185,13.11.–17.11.,22,13,16,,19,16,4,,,,,,10,
berlin,2026-01-14,0,INSA,NIUS*,O,1000,07.01.–14.01.,22,17,14,3,17,16,4,,,,,,7,
berlin,2026-01-16,0,Infratest dimap,RBB,TOM,1173,12.01.–14.01.,22,14,16,,18,17,3,,,,,,10,
berlin,2026-02-25,0,INSA,BILD,O,1000,17.02.–24.02.,22,16,15,4,15,17,4,,,,,,7,
berlin,2026-04-14,0,INSA,BILD,O,1000,07.04.–14.04.,21,17,15,3,15,17,4,,,,,,8,
berlin,2026-04-29,0,Infratest dimap,RBB,TOM,1155,23.04.–27.04.,19,14,18,3,18,18,3,,,,,,7,
berlin,2026-05-15,0,INSA,NIUS*,O,1000,04.05.–08.05.,20,16,15,4,15,18,4,,,,,,8,
berlin,2026-07-01,0,Infratest dimap,RBB,TOM,1165,25.06.–29.06.,17,13,19,3,20,18,3,,,,,,7,
berlin,2026-07-16,0,Infratest dimap,RBB,TOM,1147,13.07.–15.07.,20,12,17,3,22,16,3,,,,,,7,
berlin,2026-07-23,0,INSA,NIUS*,O,1000,14.07.–21.07.,18,13,16,4,18,19,4,,,,,,8,
berlin,2026-08-14,0,INSA,BILD,O,1000,07.08.–13.08.,20,15,16,3,19,17,3,,,,,,7,
berlin,2026-08-22,0,Forsa,t-online,O,1535,04.08.–18.08.,18,12,16,3,22,18,4,,,,,,7,
berlin,2026-09-02,0,Infratest dimap,RBB,TOM,1279,27.08.–31.08.,21,11,18,,19,18,4,,,,,,9,
berlin,2026-09-04,0,INSA,BILD,O,1000,26.08.–02.09.,20,15,15,3,19,18,3,,,,,,7,
berlin,2026-09-10,0,Infratest dimap,ARD,TOM,1527,07.09.–09.09.,20,12,16,,21,18,4,,,,,,9,
berlin,2026-09-11,0,Forschungsgruppe Wahlen,ZDF,TSM,1100,07.09.–10.09.,21,10,16,,23,17,3,,,,,,10,
berlin,2026-09-14,0,INSA,BILD,O,1000,07.09.–14.09.,20,12,16,3,20,18,5,,,,,,6,
berlin,2026-09-17,0,Forschungsgruppe Wahlen,ZDF,TSM,1611,14.09.–17.09.,20,12,15,,22,18,4,,,,,,9,
berlin,2026-09-18,0,INSA,Volt LV,O,1000,10.09.–16.09.,20,12,15,,21,18,5,,,,,,9,
berlin,2026-09-20,1,,,,,,18.8,12.1,14.3,2.5,25.7,16.3,4.7,,,,,,5.7,
brandenburg,1990-10-14,1,,,,,,29.4,38.2,,6.6,13.4,,,,,,,,3.1,
brandenburg,1994-09-11,1,,,,,,18.7,54.1,2.9,2.2,18.7,,,,,,,,3.3,
brandenburg,1998-04-07,0,Infratest dimap,,T,1000,21.03.–29.03.,15,58,4,2,17,,,,,,,,4,
brandenburg,1998-12-04,0,Infratest dimap,,T,1000,23.11.–28.11.,18,55,4,3,18,,,,,,,,4,
brandenburg,1999-03-26,0,Infratest dimap,,T,1000,15.03.–21.03.,23,51,3,2,18,,,,,,,,3,
brandenburg,1999-05-29,0,Infratest dimap,,T,1000,17.05.–22.05.,25,50,3,1,18,,,,,,,,3,
brandenburg,1999-06-26,0,dimap,,T,1021,18.06.–22.06.,27,40,3,2,21,,,,,,,,7,
brandenburg,1999-07-09,0,Infratest dimap,,T,1000,28.06.–04.07.,29,42,3,1,20,,,,,,,,5,
brandenburg,1999-08-12,0,Forsa,,T,1002,,23,44,2,2,23,,,,,,,,2,DVU=4
brandenburg,1999-08-18,0,dimap,,T,1014,02.08.–11.08.,27,42,3,3,20,,,,,,,,2,DVU=3
brandenburg,1999-08-27,0,Infratest dimap,,T,1000,18.08.–24.08.,23,44,2,1,23,,,,,,,,2,DVU=5
brandenburg,1999-09-05,1,,,,,,26.6,39.3,1.9,1.9,23.3,,,,,,,,1.7,DVU=5.3
brandenburg,2000-09-06,0,Infratest dimap,,T,1000,25.04.–29.04.,26,42,3,1,23,,,,,,,,2,DVU=3
brandenburg,2000-09-06,0,Infratest dimap,,T,1000,29.08.–02.09.,25,44,3,3,21,,,,,,,,4,
brandenburg,2002-03-28,0,Forsa,,T,10142032032002,,28,37,3,3,24,,,,,,,,5,
brandenburg,2002-05-05,0,Infratest dimap,,T,1000,24.04.–28.04.,30,35,2,5,24,,,,,,,,4,
brandenburg,2002-07-05,0,Infratest dimap,,T,1000,24.06.–25.06.,29,40,2,6,21,,,,,,,,2,
brandenburg,2002-09-05,0,Infratest dimap,,T,1000,28.08.–01.09.,23,46,3,6,20,,,,,,,,2,
brandenburg,2002-12-15,0,dimap,,T,,,36,34,4,2,20,,,,,,,,4,
brandenburg,2003-03-12,0,Infratest dimap,,T,1000,06.03.–09.03.,35,36,4,5,17,,,,,,,,3,
brandenburg,2003-06-20,0,Infratest dimap,,T,1000,09.06.–15.06.,34,34,6,5,17,,,,,,,,4,
brandenburg,2003-10-22,0,Infratest dimap,,T,1000,15.10.–20.10.,32,34,4,6,19,,,,,,,,5,
brandenburg,2004-03-25,0,Infratest dimap,,T,1001,15.03.–19.03.,34,30,5,5,20,,,,,,,,6,
brandenburg,2004-06-03,0,Forsa,,T,1000,,30,33,6,3,22,,,,,,,,6,
brandenburg,2004-07-29,0,Usuma,,T,1007,,36,31,5,4,22,,,,,,,,2,
brandenburg,2004-08-09,0,Forsa,,T,1001,29.07.–05.08.,27,32,3,3,30,,,,,,,,5,
brandenburg,2004-08-11,0,Infratest dimap,,T,1000,05.08.–09.08.,26,28,5,4,29,,,,,,,,4,DVU=4
brandenburg,2004-08-24,0,Forsa,,T,1009,16.08.–20.08.,22,27,4,3,36,,,,,,,,4,DVU=4
brandenburg,2004-09-01,0,Infratest,,T,1000,,22,28,5.5,4,34,,,,,,,,3,DVU=3.5
brandenburg,2004-09-04,0,Emnid,,T,751,30.08.–01.09.,25,29,5,4,31,,,,,,,,3,DVU=3
brandenburg,2004-09-07,0,Forsa,,T,1003,30.08.–04.09.,23,28,4,2,35,,,,,,,,4,DVU=4
brandenburg,2004-09-09,0,Infratest dimap,,T,1000,06.09.–08.09.,24,27,5,4,31,,,,,,,,4,DVU=5
brandenburg,2004-09-10,0,Forschungsgruppe Wahlen,,T,1034,06.09.–09.09.,23,29,6,5,27,,,,,,,,4,DVU=6
brandenburg,2004-09-19,1,,,,,,19.4,31.9,3.6,3.3,28,,,,,,,,7.7,DVU=6.1
brandenburg,2005-06-08,0,Infratest dimap,,T,1000,01.06.–06.06.,29,34,5,4,23,,,,,,,,5,
brandenburg,2005-08-22,0,Infratest dimap,,T,1000,11.08.–15.08.,22,36,4,4,31,,,,,,,,3,
brandenburg,2005-12-09,0,Infratest,,752 02.12.–06.12.,,,21,39,4,4,27,,,,,,,,5,
brandenburg,2006-04-07,0,Forsa,,T,100013,,18,37,4,4,25,,,,,,,,12,
brandenburg,2006-06-01,0,Infratest dimap,,T,1000,28.05.–30.05.,23,39,3,5,24,,,,,,,,3,DVU/NPD=3
brandenburg,2006-11-22,0,Infratest dimap,,T,1000,17.11.–20.11.,21,40,3,6,23,,,,,,2,,2,DVU=3
brandenburg,2007-03-14,0,Infratest dimap,,T,1000,08.03.–12.03.,21,39,4,5,25,,,,,,,,3,DVU/NPD=3
brandenburg,2007-03-28,0,Infratest,,T,1000,26.02.–04.03.,19,39,4,6,26,,,,,,,,6,
brandenburg,2007-10-31,0,Infratest dimap,,T,1000,25.10.–28.10.,23,40,4,4,24,,,,,,,,2,DVU/NPD=3
brandenburg,2008-01-14,0,Emnid,,T,1002,03.12.–15.12.,21,37,4,5,26,,,,,,4,,2,DVU=1
brandenburg,2008-02-23,0,Infratest,,T,1000,21.01.–07.02.,21,40,4,5,26,,,,,,,,,
brandenburg,2008-03-02,0,Emnid,,T,500,13.02.–27.02.,22,38,4,4,26,,,,,,,,,DVU=1
brandenburg,2008-04-08,0,Infratest dimap,,T,1000,02.04.–06.04.,21,35,5,5,30,,,,,,,,4,
brandenburg,2008-04-17,0,Forsa,,T,1084,01.04.–15.04.,21,30,5,5,30,,,,,,,,9,
brandenburg,2008-09-17,0,Infratest dimap,,T,1000,11.09.–14.09.,20,36,4,6,27,,,,,,,,3,Rechte=4
brandenburg,2009-02-12,0,Emnid,,T,1001,26.01.–06.02.,21,36,5,7,26,,,,,,2,,2,DVU=1
brandenburg,2009-03-05,0,Infratest,,T,1000,02.02.–22.02.,22,35,5,6,26,,,,,,,,6,
brandenburg,2009-04-03,0,GESS,,T,1003,24.03.–31.03.,21,34,5,7,25,,,,,,,,4,Rechte=4
brandenburg,2009-05-12,0,Infratest dimap,,T,1000,07.05.–10.05.,22,34,5,6,27,,,,,,,,2,Rechte=4
brandenburg,2009-09-09,0,Infratest dimap,,T,1001,04.09.–07.09.,22,31,4,8,28,,,,,,,,3,Rechte=4
brandenburg,2009-09-16,0,Infratest dimap,,T,1000,14.09.–15.09.,21,34,4,7,28,,,,,,,,5,DVU=1
brandenburg,2009-09-18,0,Forschungsgruppe Wahlen,,T,1000,14.09.–17.09.,22,32,5,7,27,,,,,,,,7,
brandenburg,2009-09-27,1,,,,,,19.8,33,5.7,7.2,27.2,,,1.7,,,2.5,,3,
brandenburg,2009-12-03,0,Infratest dimap,"RBB, Märkische Allgemeine",T,1000,01.12.–02.12.,25,31,7,7,23,,,,,,4,,3,
brandenburg,2010-02-10,0,Infratest dimap,"RBB, Märkische Allgemeine",T,1002,04.02.–08.02.,22,31,8,6,27,,,,,,,,6,
brandenburg,2010-04-01,0,Infratest Politikforschung,SPD- Landesverband,T,1000,15.03.–24.03.,21,34,8,5,28,,,,,,,,4,
brandenburg,2010-09-22,0,Infratest dimap,"RBB, Märkische Allgemeine",T,1000,16.09.–20.09.,21,31,12,4,26,,,,,,,,6,
brandenburg,2011-03-10,0,Infratest Politikforschung,SPD- Landesverband,T,1000,28.02.–06.03.,24,35,8,3,24,,,,,,,,6,
